Country,WHOREGION,FLUREGION,Year,Month,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,6,25,6/15/2009,6/21/2009,162,162,1,44,0,,0,45,0,0,5,5,50,112,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,6,26,6/22/2009,6/28/2009,156,156,0,62,2,,11,75,0,0,0,0,75,81,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,7,27,6/29/2009,7/5/2009,273,273,1,67,0,,3,71,0,0,3,3,74,199,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,7,28,7/6/2009,7/12/2009,220,220,0,57,0,,3,60,0,0,0,0,60,160,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,7,29,7/13/2009,7/19/2009,302,302,0,81,0,,6,87,0,0,3,3,90,212,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,7,30,7/20/2009,7/26/2009,177,40,0,52,0,,2,54,0,0,3,3,57,-17,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,8,31,7/27/2009,8/2/2009,163,163,0,49,0,,4,53,0,0,3,3,56,107,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,8,32,8/3/2009,8/9/2009,106,106,0,17,0,,1,18,0,0,0,0,18,88,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,8,33,8/10/2009,8/16/2009,65,65,0,6,0,,1,7,0,0,0,0,7,58,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,8,34,8/17/2009,8/23/2009,52,52,1,12,1,,0,14,0,0,0,0,14,38,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,8,35,8/24/2009,8/30/2009,40,40,0,7,0,,0,7,0,0,0,0,7,33,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,9,36,8/31/2009,9/6/2009,48,48,0,11,0,,0,11,0,0,0,0,11,37,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,9,37,9/7/2009,9/13/2009,26,26,0,3,2,,0,5,0,0,0,0,5,21,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,9,38,9/14/2009,9/20/2009,39,39,0,6,0,,0,6,0,0,1,1,7,32,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,9,39,9/21/2009,9/27/2009,31,31,0,4,0,,0,4,0,0,0,0,4,27,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,10,40,9/28/2009,10/4/2009,46,46,0,10,0,,0,10,0,0,0,0,10,36,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,10,41,10/5/2009,10/11/2009,57,57,0,9,0,,2,11,0,0,0,0,11,46,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,10,42,10/12/2009,10/18/2009,56,56,0,14,0,,0,14,0,0,0,0,14,42,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,10,43,10/19/2009,10/25/2009,41,41,0,5,0,,1,6,0,0,0,0,6,35,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,11,44,10/26/2009,11/1/2009,32,32,0,7,0,,0,7,0,0,0,0,7,25,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,11,45,11/2/2009,11/8/2009,47,47,0,0,0,,,0,0,0,0,0,0,47,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,11,46,11/9/2009,11/15/2009,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,11,47,11/16/2009,11/22/2009,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,11,48,11/23/2009,11/29/2009,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,12,49,11/30/2009,12/6/2009,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,12,50,12/7/2009,12/13/2009,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,12,51,12/14/2009,12/20/2009,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2009,12,52,12/21/2009,12/27/2009,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,1,53,12/28/2009,1/3/2010,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,1,1,1/4/2010,1/10/2010,14,14,0,1,2,0,0,3,0,0,0,0,3,11,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,1,2,1/11/2010,1/17/2010,31,31,0,0,0,0,0,0,0,0,0,0,0,31,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,1,3,1/18/2010,1/24/2010,13,13,0,0,0,0,0,0,0,0,0,0,0,13,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,1,4,1/25/2010,1/31/2010,17,17,0,1,0,0,0,1,0,0,0,0,1,16,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,2,5,2/1/2010,2/7/2010,14,14,0,0,0,0,0,0,0,0,0,0,0,14,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,2,6,2/8/2010,2/14/2010,14,14,0,0,0,0,0,0,0,0,0,0,0,14,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,2,7,2/15/2010,2/21/2010,13,13,0,0,0,0,0,0,0,0,0,0,0,13,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,2,8,2/22/2010,2/28/2010,13,13,0,0,0,0,0,0,0,0,1,1,1,12,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,3,9,3/1/2010,3/7/2010,13,13,0,0,0,0,0,0,0,0,0,0,0,13,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,3,10,3/8/2010,3/14/2010,19,19,0,0,0,0,0,0,0,0,3,3,3,16,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,3,11,3/15/2010,3/21/2010,26,26,0,0,0,0,0,0,0,0,0,0,0,26,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,3,12,3/22/2010,3/28/2010,24,24,0,0,0,0,0,0,0,0,2,2,2,22,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,4,13,3/29/2010,4/4/2010,13,13,0,0,0,0,0,0,0,0,0,0,0,13,No Activity
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,4,14,4/5/2010,4/11/2010,12,12,0,0,0,0,0,0,0,0,0,0,0,12,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,4,15,4/12/2010,4/18/2010,24,24,0,2,0,0,0,2,0,0,0,0,2,22,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,4,16,4/19/2010,4/25/2010,20,20,0,0,0,0,1,1,0,0,1,1,2,18,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,5,17,4/26/2010,5/2/2010,23,23,0,0,0,0,0,0,0,0,0,0,0,23,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,5,18,5/3/2010,5/9/2010,25,25,0,0,0,0,0,0,0,0,2,2,2,23,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,5,19,5/10/2010,5/16/2010,43,43,0,0,0,0,0,0,0,0,0,0,0,43,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,5,20,5/17/2010,5/23/2010,34,34,0,0,0,0,0,0,0,0,0,0,0,34,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,5,21,5/24/2010,5/30/2010,50,50,0,1,0,0,0,1,0,0,3,3,4,46,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,6,22,5/31/2010,6/6/2010,33,33,0,0,0,0,0,0,0,0,7,7,7,26,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,6,23,6/7/2010,6/13/2010,43,43,0,0,0,0,0,0,0,0,12,12,12,31,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,6,24,6/14/2010,6/20/2010,42,42,3,3,0,0,1,7,0,0,5,5,12,30,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,6,25,6/21/2010,6/27/2010,51,51,0,1,1,0,0,2,0,0,8,8,10,41,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,7,26,6/28/2010,7/4/2010,46,46,0,1,5,0,1,7,0,0,6,6,13,33,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,7,27,7/5/2010,7/11/2010,80,80,0,5,15,0,1,21,0,0,4,4,25,55,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,7,28,7/12/2010,7/18/2010,66,66,0,2,22,0,3,27,0,0,2,2,29,37,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,7,29,7/19/2010,7/25/2010,106,106,0,1,35,0,4,40,0,0,4,4,44,62,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,8,30,7/26/2010,8/1/2010,69,69,0,0,23,0,0,23,0,0,2,2,25,44,Regional Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,8,31,8/2/2010,8/8/2010,65,65,0,0,25,0,2,27,0,0,1,1,28,37,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,8,32,8/9/2010,8/15/2010,43,43,0,0,4,0,0,4,0,0,4,4,8,35,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,8,33,8/16/2010,8/22/2010,137,137,0,0,32,0,0,32,0,0,6,6,38,99,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,8,34,8/23/2010,8/29/2010,134,134,0,0,9,0,0,9,0,0,10,10,19,115,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,9,35,8/30/2010,9/5/2010,75,75,0,0,5,0,0,5,0,0,3,3,8,67,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,9,36,9/6/2010,9/12/2010,52,52,0,1,2,0,2,5,0,0,3,3,8,44,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,9,37,9/13/2010,9/19/2010,42,42,0,0,0,0,1,1,0,0,2,2,3,39,Sporadic
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,9,38,9/20/2010,9/26/2010,32,32,0,0,0,0,0,0,0,0,2,2,2,30,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,10,39,9/27/2010,10/3/2010,50,50,0,0,1,0,0,1,0,0,0,0,1,49,Widespread Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,10,40,10/4/2010,10/10/2010,76,76,0,0,0,0,0,0,0,0,4,4,4,72,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,10,41,10/11/2010,10/17/2010,63,63,0,0,0,0,0,0,0,0,0,0,0,63,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,10,42,10/18/2010,10/24/2010,114,114,0,0,0,0,0,0,0,0,5,5,5,109,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,10,43,10/25/2010,10/31/2010,74,74,0,0,0,0,0,0,0,0,5,5,5,69,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,11,44,11/1/2010,11/7/2010,65,65,0,0,0,0,0,0,0,0,0,0,0,65,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,11,45,11/8/2010,11/14/2010,64,64,0,0,0,0,0,0,0,0,0,0,0,64,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,11,46,11/15/2010,11/21/2010,,63,0,0,0,,,0,,,0,0,0,63,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,11,47,11/22/2010,11/28/2010,,51,0,0,0,,,0,,,0,0,0,51,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,12,48,11/29/2010,12/5/2010,,50,0,0,0,,,0,,,0,0,0,50,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,12,49,12/6/2010,12/12/2010,,20,0,0,0,,,0,,,0,0,0,20,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,12,50,12/13/2010,12/19/2010,,14,0,0,0,,,0,,,0,0,0,14,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2010,12,51,12/20/2010,12/26/2010,,,,,,,,,,,,,,,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2011,1,52,12/27/2010,1/2/2011,,,,,,,,,,,,,,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,1,1,12/29/2008,1/4/2009,2,2,0,0,2,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,1,2,1/5/2009,1/11/2009,7,7,0,0,6,0,0,6,0,0,0,0,6,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,1,3,1/12/2009,1/18/2009,5,5,0,0,4,0,0,4,0,0,0,0,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,1,4,1/19/2009,1/25/2009,17,17,0,0,10,0,0,10,0,0,0,0,10,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,2,5,1/26/2009,2/1/2009,6,6,0,0,2,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,2,6,2/2/2009,2/8/2009,13,13,0,0,2,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,2,7,2/9/2009,2/15/2009,7,7,0,0,2,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,2,8,2/16/2009,2/22/2009,5,5,0,0,4,0,0,4,0,0,0,0,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,3,9,2/23/2009,3/1/2009,3,3,0,0,2,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,3,10,3/2/2009,3/8/2009,6,6,0,0,5,0,0,5,0,0,0,0,5,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,3,11,3/9/2009,3/15/2009,11,11,0,0,9,0,0,9,0,0,0,0,9,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,3,12,3/16/2009,3/22/2009,4,4,0,0,1,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,3,13,3/23/2009,3/29/2009,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,4,14,3/30/2009,4/5/2009,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,4,15,4/6/2009,4/12/2009,5,5,0,0,1,0,0,1,0,0,1,1,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,4,16,4/13/2009,4/19/2009,2,2,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,4,17,4/20/2009,4/26/2009,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,5,18,4/27/2009,5/3/2009,11,11,0,0,2,0,0,2,0,0,2,2,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,5,19,5/4/2009,5/10/2009,4,4,0,0,1,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,5,20,5/11/2009,5/17/2009,3,3,0,0,0,0,0,0,0,0,1,1,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,5,21,5/18/2009,5/24/2009,5,5,0,0,0,0,0,0,0,0,1,1,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,5,22,5/25/2009,5/31/2009,10,10,0,0,1,0,0,1,0,0,1,1,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,6,23,6/1/2009,6/7/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,6,24,6/8/2009,6/14/2009,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,6,25,6/15/2009,6/21/2009,4,4,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,6,26,6/22/2009,6/28/2009,8,8,0,0,5,0,0,5,0,0,0,0,5,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,7,27,6/29/2009,7/5/2009,4,4,0,0,1,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,7,28,7/6/2009,7/12/2009,10,10,0,0,1,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,7,29,7/13/2009,7/19/2009,6,6,0,0,2,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,7,30,7/20/2009,7/26/2009,9,9,2,0,2,0,0,4,0,0,0,0,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,8,31,7/27/2009,8/2/2009,19,19,0,3,0,0,0,3,0,0,0,0,3,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,8,32,8/3/2009,8/9/2009,27,27,2,2,1,0,0,5,0,0,0,0,5,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,8,33,8/10/2009,8/16/2009,27,27,3,11,0,0,0,14,0,0,0,0,14,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,8,34,8/17/2009,8/23/2009,41,41,2,14,0,0,1,17,0,0,0,0,17,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,8,35,8/24/2009,8/30/2009,48,48,2,25,0,0,0,27,0,0,0,0,27,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,9,36,8/31/2009,9/6/2009,60,60,2,25,0,0,2,29,0,0,1,1,30,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,9,37,9/7/2009,9/13/2009,82,82,4,49,2,0,1,56,0,0,1,1,57,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,9,38,9/14/2009,9/20/2009,61,61,1,21,2,0,1,25,0,0,1,1,26,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,9,39,9/21/2009,9/27/2009,64,64,0,22,0,0,5,27,0,0,0,0,27,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,10,40,9/28/2009,10/4/2009,58,58,1,26,0,0,2,29,0,0,0,0,29,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,10,41,10/5/2009,10/11/2009,23,23,0,5,0,0,0,5,0,0,1,1,6,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,10,42,10/12/2009,10/18/2009,24,24,0,3,0,0,1,4,0,0,0,0,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,10,43,10/19/2009,10/25/2009,34,34,0,14,0,0,1,15,0,0,0,0,15,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,11,44,10/26/2009,11/1/2009,33,33,0,12,0,0,3,15,0,0,1,1,16,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,11,45,11/2/2009,11/8/2009,20,20,0,7,0,0,0,7,0,0,3,3,10,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,11,46,11/9/2009,11/15/2009,4,4,0,2,0,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,11,47,11/16/2009,11/22/2009,13,13,0,3,0,0,0,3,0,0,0,0,3,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,11,48,11/23/2009,11/29/2009,6,6,0,1,0,0,1,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,12,49,11/30/2009,12/6/2009,13,13,0,6,0,0,0,6,0,0,1,1,7,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,12,50,12/7/2009,12/13/2009,13,13,0,1,0,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,12,51,12/14/2009,12/20/2009,13,13,0,2,0,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2009,12,52,12/21/2009,12/27/2009,4,4,0,1,0,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,1,53,12/28/2009,1/3/2010,15,15,0,7,0,0,1,8,0,0,1,1,9,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,1,1,1/4/2010,1/10/2010,1,1,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,1,2,1/11/2010,1/17/2010,7,7,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,1,3,1/18/2010,1/24/2010,15,15,0,9,0,0,1,10,0,0,1,1,11,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,1,4,1/25/2010,1/31/2010,11,11,0,3,0,0,0,3,0,0,0,0,3,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,2,5,2/1/2010,2/7/2010,11,11,0,4,0,0,0,4,0,0,1,1,5,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,2,6,2/8/2010,2/14/2010,6,6,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,2,7,2/15/2010,2/21/2010,1,1,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,2,8,2/22/2010,2/28/2010,3,3,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,3,9,3/1/2010,3/7/2010,8,8,0,3,0,0,0,3,0,0,1,1,4,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,3,10,3/8/2010,3/14/2010,3,3,0,1,0,0,1,2,0,0,0,0,2,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,3,11,3/15/2010,3/21/2010,6,6,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,3,12,3/22/2010,3/28/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,4,13,3/29/2010,4/4/2010,3,3,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,4,14,4/5/2010,4/11/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,4,15,4/12/2010,4/18/2010,1,1,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,4,16,4/19/2010,4/25/2010,6,6,0,2,0,0,0,2,0,0,0,0,2,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,5,17,4/26/2010,5/2/2010,1,1,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
French Guiana,Region of the Americas of WHO,Tropical South America,2010,5,18,5/3/2010,5/9/2010,2,2,0,1,0,0,0,1,0,0,1,1,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,5,19,5/10/2010,5/16/2010,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,5,20,5/17/2010,5/23/2010,1,1,0,0,0,0,0,0,0,0,0,0,0,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,5,21,5/24/2010,5/30/2010,2,2,0,2,0,0,0,2,0,0,0,0,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,6,22,5/31/2010,6/6/2010,9,9,0,0,0,0,0,0,0,0,1,1,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,6,23,6/7/2010,6/13/2010,5,5,0,1,0,0,0,1,0,0,3,3,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,6,24,6/14/2010,6/20/2010,9,9,0,1,0,0,0,1,0,0,4,4,5,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,6,25,6/21/2010,6/27/2010,1,1,0,0,0,0,0,0,0,0,1,1,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,7,26,6/28/2010,7/4/2010,5,5,0,0,0,0,0,0,0,0,5,5,5,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,7,27,7/5/2010,7/11/2010,1,1,0,0,0,0,0,0,0,0,1,1,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,7,28,7/12/2010,7/18/2010,8,8,0,0,0,0,0,0,0,0,7,7,7,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,7,29,7/19/2010,7/25/2010,4,4,0,0,0,0,0,0,0,0,4,4,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,8,30,7/26/2010,8/1/2010,4,4,0,0,0,0,0,0,0,0,2,2,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,8,31,8/2/2010,8/8/2010,4,4,0,0,0,0,0,0,0,0,2,2,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,8,32,8/9/2010,8/15/2010,1,1,0,0,0,0,0,0,0,0,1,1,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,8,33,8/16/2010,8/22/2010,2,2,0,0,1,0,0,1,0,0,1,1,2,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,8,34,8/23/2010,8/29/2010,1,1,0,0,1,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,9,35,8/30/2010,9/5/2010,3,3,0,0,1,0,0,1,0,0,2,2,3,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,9,36,9/6/2010,9/12/2010,6,6,0,0,3,0,0,3,0,0,1,1,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,9,37,9/13/2010,9/19/2010,2,2,0,0,1,0,0,1,0,0,0,0,1,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,9,38,9/20/2010,9/26/2010,11,11,0,0,7,0,0,7,0,0,0,0,7,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,10,39,9/27/2010,10/3/2010,7,7,0,0,4,0,0,4,0,0,0,0,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,10,40,10/4/2010,10/10/2010,9,9,0,0,4,0,0,4,0,0,0,0,4,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2010,10,41,10/11/2010,10/17/2010,3,3,0,0,0,0,0,0,0,0,0,0,0,,No Report
